transaction_amt,transaction_hr,payment_mtd,product_cat,product_qty,customer_age,customer_dev,account_days
28.01,15,bank transfer,home & garden,4,25,desktop,222
35.26,1,credit card,health & beauty,3,42,desktop,295
41.85,14,credit card,toys & games,2,41,desktop,71
88.84,0,credit card,health & beauty,5,46,tablet,339
57.12,5,credit card,clothing,2,28,mobile,173
281.87,20,credit card,toys & games,5,42,tablet,183
24.47,0,debit card,toys & games,2,43,tablet,173
142.99,17,debit card,electronics,2,40,tablet,87
40.72,2,PayPal,electronics,3,40,mobile,224
184.4,10,bank transfer,health & beauty,5,39,mobile,344
17.1,11,bank transfer,electronics,2,51,mobile,352
138.51,4,debit card,home & garden,3,34,mobile,209
29.71,8,PayPal,health & beauty,3,45,desktop,141
406.93,13,PayPal,electronics,3,29,mobile,355
240.02,5,credit card,electronics,1,28,tablet,194
345.8,2,bank transfer,electronics,5,46,mobile,320
172.27,9,bank transfer,home & garden,4,29,mobile,238
156.75,21,PayPal,health & beauty,4,32,mobile,49
15.85,17,debit card,home & garden,1,49,desktop,144
44.6,23,PayPal,health & beauty,4,19,tablet,1
23.38,7,bank transfer,toys & games,5,61,mobile,269
133.82,13,bank transfer,home & garden,5,19,desktop,245
112.78,22,credit card,toys & games,5,29,desktop,359
130.79,8,PayPal,clothing,3,41,tablet,259
139.56,20,bank transfer,electronics,4,39,tablet,267
90.3,6,bank transfer,toys & games,3,51,tablet,321
80.1,20,debit card,clothing,3,50,mobile,10
20.92,12,PayPal,health & beauty,1,45,tablet,206
65.95,19,credit card,home & garden,3,30,desktop,279
14.73,23,bank transfer,home & garden,2,40,mobile,8
526.57,22,bank transfer,toys & games,2,62,desktop,300
79.93,4,credit card,health & beauty,3,26,tablet,126
21.31,13,debit card,toys & games,3,30,mobile,312
73.39,11,debit card,home & garden,4,23,mobile,363
122.91,5,bank transfer,electronics,4,26,mobile,14
334.57,4,debit card,electronics,2,29,tablet,149
96.58,5,debit card,health & beauty,2,38,tablet,254
119.82,1,debit card,home & garden,4,37,mobile,72
38.17,17,bank transfer,clothing,4,27,mobile,245
66.26,1,bank transfer,toys & games,2,24,tablet,95
445.54,8,debit card,electronics,4,23,desktop,119
431.29,11,debit card,electronics,3,32,desktop,332
66.25,7,bank transfer,health & beauty,1,45,mobile,188
28.43,20,credit card,health & beauty,1,23,mobile,335
180.86,2,bank transfer,toys & games,5,28,mobile,4
104.75,2,bank transfer,toys & games,5,45,mobile,136
110.18,6,debit card,clothing,4,32,mobile,126
120.19,11,debit card,home & garden,2,42,desktop,318
215.82,19,debit card,electronics,5,44,mobile,16
125.93,4,credit card,health & beauty,4,35,desktop,23
50.8,18,PayPal,clothing,3,37,tablet,287
132.87,1,bank transfer,home & garden,3,22,tablet,113
439.7,23,bank transfer,electronics,5,27,desktop,248
141.19,3,credit card,toys & games,2,37,mobile,211
38.02,14,debit card,electronics,3,42,tablet,79
97.06,0,debit card,clothing,2,34,desktop,332
117.41,11,bank transfer,clothing,3,25,desktop,90
98.2,13,debit card,health & beauty,4,41,mobile,262
121.25,0,bank transfer,electronics,2,35,mobile,4
161.24,9,bank transfer,toys & games,5,31,mobile,113
276.02,18,debit card,home & garden,4,31,tablet,301
67.93,18,bank transfer,health & beauty,4,34,desktop,250
43.49,5,debit card,home & garden,2,42,tablet,74
66.11,3,PayPal,electronics,1,35,desktop,86
881.96,18,debit card,electronics,2,33,mobile,107
12.76,20,credit card,electronics,2,35,mobile,88
135.15,6,credit card,home & garden,5,18,desktop,318
236.1,22,credit card,health & beauty,5,33,desktop,294
43.88,1,bank transfer,health & beauty,3,45,mobile,155
304.27,11,bank transfer,toys & games,4,24,desktop,231
138.75,18,bank transfer,clothing,5,47,tablet,140
184.08,15,credit card,electronics,3,36,tablet,245
146.79,16,debit card,health & beauty,5,32,tablet,354
19.25,19,PayPal,electronics,5,40,tablet,69
921.42,17,PayPal,toys & games,3,13,tablet,89
128.48,3,debit card,electronics,3,36,tablet,311
149.2,11,credit card,electronics,4,22,desktop,79
251.92,20,debit card,home & garden,4,24,desktop,142
133.02,7,credit card,health & beauty,5,26,desktop,354
14.4,23,credit card,home & garden,4,34,tablet,98
233.42,16,bank transfer,electronics,3,17,tablet,239
11.76,21,PayPal,toys & games,5,49,tablet,41
54.18,19,bank transfer,toys & games,2,44,desktop,341
14.29,18,bank transfer,toys & games,1,47,desktop,188
56.78,17,bank transfer,health & beauty,3,20,tablet,222
13.11,2,debit card,home & garden,3,32,mobile,60
21.69,9,bank transfer,electronics,4,41,desktop,307
165.48,11,PayPal,electronics,5,20,mobile,9
215.32,1,debit card,clothing,4,38,tablet,238
25.88,20,debit card,health & beauty,1,45,mobile,285
40.96,6,credit card,health & beauty,2,29,mobile,53
1575.05,13,bank transfer,toys & games,2,30,mobile,4
27.16,15,PayPal,health & beauty,2,25,desktop,216
191.4,14,credit card,clothing,3,30,mobile,334
225.24,15,PayPal,health & beauty,5,35,tablet,18
181.7,10,bank transfer,clothing,2,24,desktop,60
143.9,19,credit card,toys & games,3,33,tablet,309
154.93,10,credit card,clothing,3,24,tablet,11
30.55,5,bank transfer,clothing,5,29,tablet,327
212.05,9,PayPal,clothing,3,37,mobile,188
503.72,18,bank transfer,electronics,5,24,mobile,161
99.3,7,bank transfer,electronics,1,29,mobile,148
279.81,4,PayPal,clothing,4,40,tablet,356
33.07,19,PayPal,clothing,3,39,desktop,291
663.96,13,credit card,home & garden,3,17,desktop,213
181.43,23,credit card,home & garden,3,40,tablet,271
129.93,6,debit card,toys & games,4,45,desktop,348
193.8,20,bank transfer,toys & games,5,27,mobile,221
210.24,3,PayPal,home & garden,4,30,tablet,112
143.97,12,PayPal,electronics,1,32,mobile,323
10.09,12,credit card,health & beauty,5,29,tablet,165
64.2,13,credit card,toys & games,5,33,tablet,287
273.47,12,debit card,health & beauty,5,34,mobile,314
28.39,23,debit card,clothing,4,37,tablet,286
162.23,4,bank transfer,home & garden,3,33,mobile,345
63.99,21,bank transfer,clothing,2,40,tablet,104
210.16,17,bank transfer,clothing,5,24,desktop,198
36.32,6,credit card,health & beauty,4,49,mobile,231
153.78,20,bank transfer,electronics,2,27,mobile,183
20.73,2,debit card,electronics,1,39,tablet,205
201.58,17,debit card,home & garden,3,39,desktop,70
282.51,19,credit card,health & beauty,4,38,tablet,12
361.89,10,bank transfer,toys & games,5,36,tablet,77
29.4,13,debit card,home & garden,5,7,tablet,333
347.54,1,bank transfer,home & garden,5,37,tablet,11
133.54,5,debit card,health & beauty,3,41,desktop,277
63.44,18,debit card,clothing,3,42,tablet,199
219.1,10,credit card,electronics,3,28,tablet,188
42.63,3,bank transfer,health & beauty,4,30,mobile,37
220.33,14,credit card,home & garden,3,42,desktop,200
151.1,22,bank transfer,toys & games,2,34,desktop,180
166.66,7,credit card,home & garden,3,18,tablet,303
22.61,18,PayPal,toys & games,2,46,desktop,125
241.03,18,credit card,health & beauty,3,28,desktop,41
45.81,22,PayPal,electronics,4,34,tablet,41
128.33,0,debit card,clothing,4,35,mobile,252
108.54,22,PayPal,home & garden,2,31,tablet,101
50.61,4,bank transfer,clothing,2,14,tablet,330
39.32,15,debit card,health & beauty,1,27,tablet,117
132.43,1,bank transfer,electronics,4,38,desktop,287
96.98,11,credit card,health & beauty,1,29,mobile,111
61.41,5,credit card,electronics,5,17,desktop,68
58.39,20,bank transfer,toys & games,2,53,tablet,188
45.37,10,credit card,electronics,1,40,tablet,308
63.61,17,credit card,electronics,3,29,mobile,267
184.57,15,debit card,home & garden,5,41,desktop,140
48.58,18,bank transfer,health & beauty,4,30,mobile,264
51.92,2,bank transfer,home & garden,4,44,mobile,119
152.98,16,credit card,electronics,1,32,desktop,280
63.94,21,bank transfer,clothing,2,31,desktop,1
146.59,8,PayPal,home & garden,4,37,desktop,29
15.11,1,bank transfer,toys & games,1,43,mobile,289
199.76,8,PayPal,health & beauty,5,18,desktop,285
173.72,22,debit card,electronics,5,42,mobile,55
354.42,12,bank transfer,electronics,2,38,desktop,199
33.69,1,credit card,electronics,4,28,tablet,206
60.4,11,bank transfer,health & beauty,5,49,tablet,56
82.64,16,debit card,clothing,2,34,mobile,308
363.21,1,PayPal,electronics,2,24,mobile,57
22.3,21,bank transfer,electronics,2,24,tablet,7
273.6,18,debit card,health & beauty,5,28,mobile,261
126.28,9,debit card,electronics,2,32,tablet,358
229.8,3,bank transfer,toys & games,5,46,tablet,83
116.73,18,credit card,health & beauty,5,18,mobile,185
30.94,14,credit card,toys & games,1,32,desktop,134
96.84,18,bank transfer,toys & games,2,39,mobile,307
101.28,9,debit card,electronics,2,28,desktop,140
124.94,5,bank transfer,clothing,5,41,mobile,322
13.33,1,debit card,clothing,4,27,tablet,48
131.85,1,credit card,clothing,2,50,mobile,206
22.47,22,bank transfer,clothing,3,43,tablet,23
18.91,19,bank transfer,health & beauty,4,41,desktop,215
298.5,22,bank transfer,electronics,2,27,tablet,261
57.15,11,PayPal,health & beauty,2,42,mobile,223
78.88,5,bank transfer,home & garden,4,53,tablet,237
37.88,11,debit card,clothing,2,29,desktop,91
99.25,8,PayPal,toys & games,3,37,desktop,123
65.88,1,debit card,clothing,4,62,desktop,93
28.79,9,credit card,clothing,2,33,mobile,329
258.69,8,debit card,toys & games,2,33,desktop,208
287.29,23,PayPal,electronics,5,29,mobile,354
54.48,14,PayPal,electronics,4,13,tablet,157
130.54,15,bank transfer,toys & games,2,42,tablet,290
840.78,5,bank transfer,health & beauty,2,26,desktop,129
66.02,10,credit card,electronics,3,26,tablet,59
73.49,5,debit card,clothing,5,57,desktop,300
158.52,22,credit card,health & beauty,4,23,tablet,99
305.96,11,bank transfer,home & garden,1,27,desktop,54
334.14,1,credit card,clothing,5,17,desktop,158
141.63,11,debit card,home & garden,5,37,tablet,143
115.35,11,bank transfer,health & beauty,5,11,tablet,24
40.02,3,PayPal,toys & games,2,35,mobile,41
57.28,23,bank transfer,health & beauty,5,37,mobile,320
121.57,21,debit card,home & garden,5,52,mobile,141
118.42,13,credit card,electronics,5,25,desktop,237
124.84,19,PayPal,electronics,3,13,tablet,282
15.52,4,debit card,electronics,2,29,desktop,238
102.58,5,debit card,toys & games,3,23,desktop,91
33.26,4,debit card,health & beauty,1,34,mobile,218
99.71,12,bank transfer,clothing,3,52,desktop,194
193.54,0,credit card,electronics,5,17,desktop,95
25.62,5,bank transfer,toys & games,2,34,desktop,357
83.84,2,PayPal,health & beauty,2,31,desktop,270
105.17,6,debit card,home & garden,2,32,desktop,196
18.81,22,debit card,home & garden,3,37,mobile,65
18.7,16,credit card,home & garden,1,47,desktop,76
38.56,16,debit card,electronics,4,30,tablet,293
30.63,17,credit card,clothing,5,30,tablet,243
34.45,19,debit card,electronics,4,52,mobile,102
47.93,10,bank transfer,health & beauty,2,35,mobile,216
509.17,10,bank transfer,home & garden,3,30,desktop,70
28.32,9,bank transfer,health & beauty,4,50,mobile,251
100.47,1,debit card,toys & games,5,30,mobile,101
107.51,14,debit card,health & beauty,5,34,tablet,59
76.94,5,bank transfer,toys & games,2,41,mobile,10
54.09,2,credit card,electronics,4,32,desktop,280
68.03,2,credit card,health & beauty,2,29,mobile,153
65.67,21,credit card,home & garden,5,23,desktop,351
197.75,11,PayPal,health & beauty,4,21,mobile,360
15.2,0,credit card,toys & games,3,49,mobile,328
621.15,23,bank transfer,electronics,3,20,tablet,201
102.56,1,bank transfer,electronics,5,58,tablet,197
19.25,23,debit card,electronics,2,28,mobile,14
58.3,10,credit card,electronics,5,33,desktop,234
116.25,10,credit card,electronics,3,54,tablet,250
47.58,16,bank transfer,health & beauty,5,11,desktop,340
28.7,17,credit card,toys & games,4,39,mobile,205
42.13,17,debit card,electronics,1,30,mobile,176
406.46,22,bank transfer,toys & games,1,22,desktop,293
35.64,8,bank transfer,toys & games,4,20,mobile,55
300.92,22,bank transfer,health & beauty,3,32,tablet,73
70.17,9,debit card,clothing,2,24,desktop,299
92.61,4,credit card,electronics,1,23,desktop,262
43.74,11,credit card,toys & games,2,14,mobile,347
231.88,23,debit card,electronics,1,20,desktop,185
167.25,3,debit card,toys & games,3,40,desktop,270
600.66,23,bank transfer,electronics,5,31,tablet,30
206.32,16,debit card,home & garden,4,32,desktop,203
85.39,9,bank transfer,electronics,2,32,tablet,151
235.48,11,PayPal,clothing,5,23,mobile,45
147.1,4,PayPal,clothing,5,32,tablet,26
94.22,13,credit card,toys & games,5,34,tablet,77
97.42,18,PayPal,health & beauty,4,38,mobile,141
78.12,2,debit card,health & beauty,3,47,tablet,158
37.45,16,credit card,toys & games,5,42,tablet,286
13.23,16,credit card,electronics,2,33,mobile,338
77.02,8,bank transfer,electronics,4,38,mobile,154
157.03,1,credit card,health & beauty,5,35,mobile,20
22.85,12,debit card,electronics,4,15,desktop,159
95.93,20,debit card,home & garden,5,48,tablet,136
42.1,21,bank transfer,toys & games,1,41,mobile,225
68.23,0,credit card,home & garden,4,26,mobile,294
105.52,21,credit card,clothing,4,26,desktop,254
10.27,14,bank transfer,electronics,5,42,mobile,242
27.91,21,debit card,home & garden,4,32,desktop,106
101.95,19,debit card,toys & games,5,22,mobile,291
76.79,5,bank transfer,health & beauty,4,58,mobile,261
176.05,10,bank transfer,electronics,3,30,tablet,165
200.64,2,credit card,health & beauty,3,37,tablet,127
73.73,10,credit card,clothing,4,45,mobile,6
15.46,2,debit card,electronics,1,25,mobile,52
96.62,22,debit card,toys & games,4,42,tablet,271
484.41,21,bank transfer,health & beauty,2,28,desktop,264
34.81,18,credit card,toys & games,1,44,mobile,273
101.24,23,PayPal,toys & games,5,35,tablet,233
34.54,8,debit card,toys & games,4,34,tablet,364
262.15,16,debit card,health & beauty,4,31,desktop,339
21.53,2,debit card,toys & games,3,24,mobile,270
231.02,1,bank transfer,health & beauty,5,28,desktop,173
188.53,10,bank transfer,electronics,3,27,tablet,186
107.45,17,credit card,home & garden,4,26,mobile,17
406.15,17,bank transfer,electronics,3,28,desktop,133
347.15,16,debit card,toys & games,3,23,tablet,339
101.35,15,debit card,toys & games,3,40,tablet,125
15.01,19,bank transfer,health & beauty,4,19,tablet,252
94.6,0,credit card,electronics,5,51,tablet,45
11.12,13,PayPal,health & beauty,2,37,tablet,324
18.63,7,credit card,home & garden,3,30,desktop,207
329.99,12,credit card,health & beauty,3,11,desktop,15
33.8,22,debit card,health & beauty,2,36,tablet,194
44.36,1,bank transfer,clothing,5,34,tablet,66
124.38,16,bank transfer,health & beauty,1,28,mobile,170
37.98,13,PayPal,health & beauty,5,30,tablet,120
447.09,13,bank transfer,toys & games,5,21,tablet,357
148.18,7,bank transfer,home & garden,2,23,desktop,250
10.78,2,credit card,home & garden,2,6,tablet,108
93.76,18,bank transfer,clothing,2,23,desktop,58
139.18,19,PayPal,toys & games,3,16,tablet,66
12.18,4,bank transfer,clothing,3,25,mobile,49
85.5,13,bank transfer,toys & games,5,43,desktop,286
104.85,21,debit card,electronics,5,26,desktop,326
104.28,13,debit card,electronics,3,31,desktop,108
206.07,22,debit card,health & beauty,3,41,tablet,142
75.6,17,bank transfer,electronics,4,39,tablet,101
140.47,18,bank transfer,electronics,4,20,desktop,180
1076.89,0,bank transfer,clothing,3,21,desktop,7
102.5,13,debit card,clothing,2,24,tablet,310
150.12,8,debit card,home & garden,3,31,tablet,230
144.3,19,credit card,home & garden,3,20,tablet,243
33.99,9,bank transfer,health & beauty,3,33,mobile,179
343.13,9,debit card,toys & games,5,20,desktop,40
37.46,13,PayPal,clothing,1,40,desktop,73
87.8,5,debit card,electronics,5,28,mobile,261
114.39,17,bank transfer,health & beauty,5,31,tablet,219
266.92,8,PayPal,health & beauty,4,22,tablet,198
36.84,22,credit card,toys & games,1,31,desktop,231
66.2,22,PayPal,health & beauty,3,36,desktop,269
395.19,8,bank transfer,electronics,4,38,tablet,161
15.53,11,debit card,home & garden,1,37,desktop,125
91.75,21,credit card,clothing,2,29,tablet,121
13.96,9,debit card,home & garden,4,52,tablet,62
189.37,19,PayPal,clothing,4,28,desktop,233
176.88,20,credit card,electronics,4,44,desktop,181
455.05,23,bank transfer,toys & games,3,43,desktop,80
71.9,2,PayPal,electronics,5,33,desktop,86
34.3,21,PayPal,home & garden,1,55,tablet,302
41.53,16,bank transfer,health & beauty,5,43,mobile,18
140.5,4,debit card,health & beauty,2,44,desktop,150
70.08,13,PayPal,electronics,1,47,desktop,40
280.62,8,debit card,toys & games,5,42,desktop,206
20.95,1,credit card,home & garden,3,56,mobile,177
88.96,12,debit card,electronics,5,36,mobile,35
50.9,0,debit card,health & beauty,5,32,desktop,5
251.48,0,debit card,home & garden,4,34,desktop,337
422.32,5,bank transfer,toys & games,3,30,mobile,301
155.79,19,debit card,health & beauty,4,32,mobile,131
36.39,18,PayPal,clothing,2,49,mobile,310
142.13,16,credit card,clothing,2,26,desktop,94
431.9,11,bank transfer,electronics,4,27,desktop,103
127.95,16,debit card,toys & games,2,23,desktop,113
76.02,3,credit card,health & beauty,2,19,desktop,46
259.98,6,credit card,home & garden,4,36,tablet,26
16.61,11,credit card,clothing,4,35,tablet,353
1201.47,4,bank transfer,health & beauty,3,32,desktop,284
459.93,19,bank transfer,electronics,4,9,tablet,189
64.97,21,bank transfer,home & garden,1,29,mobile,74
31.55,12,bank transfer,clothing,3,39,mobile,171
22.95,15,debit card,health & beauty,2,42,mobile,352
137.89,16,bank transfer,electronics,2,43,desktop,173
92.81,11,debit card,home & garden,5,34,tablet,14
44.28,11,bank transfer,health & beauty,2,32,tablet,60
64.78,4,bank transfer,health & beauty,2,22,mobile,87
287.41,0,PayPal,toys & games,5,31,desktop,223
70.87,13,debit card,health & beauty,4,39,mobile,172
28.72,21,debit card,toys & games,1,36,desktop,334
67.59,0,debit card,electronics,4,46,mobile,130
38.98,10,credit card,toys & games,3,26,desktop,321
56.6,13,debit card,clothing,1,23,mobile,312
186.82,7,debit card,electronics,5,49,desktop,213
261.18,21,credit card,health & beauty,5,37,desktop,277
413.72,16,PayPal,electronics,4,34,desktop,44
70.68,1,bank transfer,toys & games,4,16,mobile,302
127.55,14,credit card,clothing,2,22,mobile,228
156.06,13,bank transfer,electronics,5,33,tablet,98
24.19,9,credit card,health & beauty,1,19,mobile,210
56.33,4,credit card,clothing,2,41,tablet,289
92.31,5,PayPal,toys & games,3,31,desktop,17
184.51,12,debit card,toys & games,4,28,mobile,322
26.94,6,debit card,electronics,3,33,desktop,348
18.61,16,bank transfer,clothing,4,25,mobile,138
597.35,7,PayPal,electronics,2,30,desktop,168
112.97,7,bank transfer,toys & games,3,17,desktop,145
65.19,14,credit card,clothing,5,28,desktop,72
32.88,14,credit card,home & garden,2,21,tablet,136
69.23,19,bank transfer,home & garden,3,42,tablet,49
99.99,14,debit card,clothing,2,45,mobile,133
13.98,9,bank transfer,toys & games,2,26,mobile,91
11.33,20,PayPal,health & beauty,3,24,tablet,365
147.22,1,debit card,electronics,4,46,tablet,106
45.87,8,credit card,home & garden,5,30,mobile,304
132.53,23,bank transfer,home & garden,5,30,desktop,22
44.55,4,bank transfer,health & beauty,2,29,tablet,223
30.16,1,bank transfer,clothing,1,36,tablet,323
126.59,13,credit card,electronics,2,33,mobile,227
100.25,16,bank transfer,health & beauty,5,36,tablet,1
204.28,8,debit card,electronics,5,28,mobile,130
14.06,4,credit card,toys & games,3,22,tablet,188
56.1,15,debit card,health & beauty,2,45,mobile,113
266.18,18,bank transfer,health & beauty,5,57,tablet,126
26.58,15,credit card,electronics,1,31,mobile,128
79.01,22,PayPal,clothing,4,37,tablet,64
31.7,11,bank transfer,health & beauty,4,45,desktop,297
89.72,4,debit card,clothing,2,21,mobile,112
170.15,19,credit card,electronics,3,34,desktop,214
218.62,4,credit card,electronics,5,52,desktop,123
25.16,1,PayPal,clothing,2,24,desktop,46
41.29,2,credit card,clothing,2,25,desktop,8
92.88,19,debit card,health & beauty,5,45,tablet,21
19.87,19,bank transfer,health & beauty,4,31,mobile,32
89.7,4,debit card,toys & games,5,40,desktop,202
89.53,16,credit card,health & beauty,3,42,mobile,91
69.27,19,credit card,toys & games,1,28,desktop,24
127.39,17,credit card,toys & games,5,32,mobile,311
64.81,3,credit card,health & beauty,1,34,mobile,301
56.97,5,PayPal,home & garden,2,27,tablet,38
75.78,16,credit card,electronics,4,47,desktop,109
28.47,9,credit card,toys & games,2,28,mobile,160
18.64,11,bank transfer,home & garden,1,31,mobile,183
55.48,1,bank transfer,clothing,2,38,tablet,55
111.75,3,debit card,electronics,4,32,mobile,71
24.95,3,bank transfer,home & garden,3,55,tablet,261
225.88,8,bank transfer,health & beauty,5,58,tablet,265
121.9,2,debit card,health & beauty,3,33,mobile,152
21.58,19,PayPal,clothing,4,28,mobile,47
356.1,6,credit card,toys & games,5,25,mobile,255
18.03,12,credit card,clothing,4,30,desktop,250
155.59,0,debit card,toys & games,3,28,tablet,131
381.89,17,bank transfer,electronics,4,20,desktop,233
345.08,1,bank transfer,electronics,2,26,tablet,200
65.94,19,bank transfer,health & beauty,1,19,mobile,288
25.47,6,credit card,toys & games,1,29,mobile,343
75.16,18,bank transfer,health & beauty,4,29,desktop,347
266.27,1,credit card,clothing,5,38,tablet,313
203.43,17,credit card,electronics,5,42,desktop,267
157.47,15,bank transfer,electronics,3,22,desktop,4
42.71,5,debit card,toys & games,2,37,desktop,105
83.44,22,credit card,home & garden,5,46,tablet,324
94.13,19,PayPal,toys & games,2,39,desktop,251
88.51,13,bank transfer,electronics,5,15,desktop,280
39.55,22,PayPal,electronics,2,35,desktop,114
69.27,5,bank transfer,home & garden,3,39,tablet,295
64.72,13,bank transfer,clothing,3,34,mobile,126
369.96,4,debit card,clothing,5,19,desktop,84
187.9,20,credit card,clothing,5,57,mobile,279
195.92,5,bank transfer,toys & games,4,21,mobile,339
228.81,4,credit card,electronics,2,31,tablet,347
45.27,7,credit card,electronics,2,26,desktop,145
206.11,14,debit card,electronics,4,27,mobile,62
77.48,8,bank transfer,health & beauty,1,23,desktop,144
66.16,23,debit card,clothing,5,36,tablet,231
84.95,20,credit card,health & beauty,5,31,desktop,10
309.17,2,bank transfer,electronics,4,28,mobile,261
290.34,19,debit card,clothing,4,25,mobile,358
21.66,12,debit card,electronics,1,31,desktop,190
54.02,14,PayPal,health & beauty,2,39,tablet,348
292.34,17,bank transfer,clothing,4,45,tablet,141
86.29,1,credit card,electronics,3,31,mobile,131
93.91,16,bank transfer,clothing,5,21,desktop,24
74.76,15,credit card,toys & games,3,24,desktop,97
18.25,22,credit card,electronics,5,52,mobile,215
38.59,2,bank transfer,electronics,4,42,tablet,295
226.23,21,debit card,electronics,2,28,tablet,250
87.07,19,debit card,home & garden,4,45,desktop,265
111.24,3,credit card,clothing,5,38,tablet,184
255.74,2,bank transfer,health & beauty,5,30,desktop,121
32.63,23,bank transfer,health & beauty,5,38,tablet,268
85.07,6,PayPal,electronics,2,33,mobile,3
120.52,8,bank transfer,electronics,5,45,desktop,266
170.92,4,credit card,health & beauty,3,35,mobile,136
98.64,9,credit card,toys & games,5,32,desktop,107
30.38,13,bank transfer,clothing,3,24,desktop,99
79.02,0,PayPal,electronics,5,49,desktop,166
60.17,2,bank transfer,clothing,3,46,desktop,193
38.58,23,debit card,clothing,5,28,desktop,332
59.41,17,credit card,electronics,5,48,desktop,302
86.33,17,debit card,clothing,5,53,tablet,86
13.07,22,bank transfer,home & garden,3,32,mobile,181
116.14,1,credit card,toys & games,5,49,mobile,114
104.95,10,bank transfer,toys & games,3,32,desktop,9
47.85,12,PayPal,health & beauty,1,57,desktop,351
230.15,13,credit card,health & beauty,5,44,tablet,171
14.58,13,PayPal,health & beauty,4,33,desktop,124
96.13,13,credit card,clothing,5,29,mobile,255
20.04,4,bank transfer,home & garden,4,29,desktop,104
46,12,bank transfer,clothing,1,32,tablet,209
414.21,14,debit card,electronics,4,30,mobile,229
231.7,11,debit card,electronics,2,34,mobile,39
34.27,10,PayPal,electronics,1,42,desktop,75
52.8,12,debit card,toys & games,1,31,mobile,134
146.02,14,debit card,home & garden,4,17,mobile,91
174.25,19,credit card,home & garden,4,30,mobile,27
14.65,20,bank transfer,toys & games,5,35,mobile,152
15.4,5,credit card,home & garden,2,44,tablet,263
67.66,13,bank transfer,electronics,4,29,tablet,72
187.89,16,credit card,toys & games,3,29,tablet,260
60.55,5,credit card,clothing,1,44,mobile,338
89.56,20,PayPal,clothing,2,18,tablet,86
97.72,20,debit card,home & garden,2,47,desktop,318
285.28,19,debit card,electronics,5,41,tablet,217
48.75,14,bank transfer,toys & games,2,15,tablet,108
144.11,3,credit card,clothing,5,28,tablet,63
66.72,8,debit card,health & beauty,4,27,mobile,196
192.07,22,debit card,health & beauty,3,31,desktop,82
56.66,7,debit card,toys & games,5,68,mobile,246
208,10,PayPal,health & beauty,5,39,tablet,58
162.8,17,debit card,health & beauty,4,38,mobile,52
95.37,18,PayPal,toys & games,2,20,mobile,8
120.96,6,bank transfer,electronics,2,21,tablet,171
19.15,6,debit card,clothing,3,37,mobile,338
82.02,6,debit card,home & garden,3,35,desktop,219
300.62,16,bank transfer,electronics,1,27,desktop,27
335.48,4,debit card,electronics,5,31,mobile,65
69.05,10,PayPal,clothing,5,56,mobile,45
208.52,0,credit card,electronics,5,24,tablet,14
77.69,16,PayPal,clothing,5,39,tablet,299
117.14,22,credit card,home & garden,3,35,mobile,354
352.3,3,credit card,electronics,4,31,desktop,166
145.01,5,credit card,electronics,1,43,desktop,49
450.89,17,bank transfer,health & beauty,2,29,tablet,158
21.16,16,credit card,home & garden,1,22,tablet,51
122.53,21,debit card,toys & games,3,28,mobile,255
72.9,21,credit card,home & garden,2,32,desktop,204
733.64,16,bank transfer,electronics,2,31,tablet,313
34.4,23,PayPal,toys & games,2,34,tablet,164
112.17,5,credit card,electronics,4,40,tablet,245
145.86,3,PayPal,electronics,3,37,mobile,338
327.46,13,bank transfer,health & beauty,1,17,desktop,173
219.78,0,debit card,electronics,4,26,mobile,257
251.71,14,bank transfer,toys & games,4,38,tablet,290
366.2,0,debit card,health & beauty,5,30,desktop,249
91.08,8,debit card,toys & games,3,44,desktop,169
79.7,18,debit card,electronics,1,32,desktop,53
186.22,9,bank transfer,health & beauty,2,26,desktop,247
1419.25,5,PayPal,electronics,3,26,tablet,5
290.42,4,debit card,toys & games,4,29,tablet,14
30.39,10,debit card,clothing,2,35,mobile,224
226.03,7,credit card,electronics,1,31,desktop,115
244.25,5,bank transfer,clothing,4,46,desktop,97
61.44,4,bank transfer,clothing,1,32,desktop,98
114.57,12,bank transfer,home & garden,3,43,tablet,184
210.69,18,credit card,home & garden,5,36,desktop,295
27.14,19,credit card,health & beauty,2,45,mobile,215
462.95,17,bank transfer,electronics,2,45,desktop,242
18.74,17,PayPal,clothing,3,16,tablet,330
63.67,13,credit card,electronics,3,43,mobile,133
249.74,6,debit card,home & garden,4,28,tablet,73
58.9,7,credit card,electronics,3,41,tablet,204
28.79,6,debit card,clothing,3,23,tablet,48
358.33,10,debit card,toys & games,5,32,mobile,150
49.37,2,bank transfer,clothing,4,42,tablet,185
141.23,4,bank transfer,clothing,5,41,mobile,50
69.24,17,credit card,clothing,4,39,mobile,184
401.49,17,bank transfer,clothing,3,20,desktop,53
152.12,21,debit card,electronics,5,31,tablet,68
156.96,16,bank transfer,home & garden,4,23,mobile,353
109.49,22,credit card,health & beauty,2,19,tablet,361
20.62,9,PayPal,clothing,1,31,desktop,254
267.92,7,bank transfer,toys & games,3,30,tablet,163
349.1,12,bank transfer,electronics,2,26,mobile,247
17.77,5,bank transfer,clothing,3,15,tablet,245
109.51,18,bank transfer,toys & games,2,29,desktop,48
21.91,20,debit card,electronics,4,32,mobile,177
57.46,19,bank transfer,toys & games,4,9,desktop,163
206.5,18,credit card,home & garden,2,28,desktop,219
356.71,12,debit card,clothing,5,39,mobile,126
